영화대표코드,제목,개봉일,해당일자 상영작 대비 해당영화 매출비율,누적 매출액,누적 관객수,상영시작일,상영종료일,상영연도,상영월,지역
20208245,핸섬가이즈,2024-06-26,1.6,628340155,69008,2024-07-29,2024-08-04,2024,"7, 8",광주시
20168773,마약왕,2018-12-19,9.3,590273950,68935,2018-12-24,2018-12-30,2018,12,광주시
20181942,맘마미아!2,2018-08-08,2.3,561647050,68883,2018-09-03,2018-09-09,2018,9,광주시
20161726,임금님의 사건수첩,2017-04-26,0.8,508486600,67973,2017-05-15,2017-05-21,2017,5,광주시
20172603,부라더,2017-11-02,1.3,505246300,67885,2017-11-20,2017-11-26,2017,11,광주시
20184082,걸캅스,2019-05-09,1.5,557805350,67830,2019-05-27,2019-06-02,2019,"5, 6",광주시
20170658,PMC: 더 벙커,2018-12-26,1.7,536082350,66751,2019-01-07,2019-01-13,2019,1,광주시
20231592,분노의 질주: 라이드 오어 다이,2023-05-17,0.8,661548565,66250,2023-06-12,2023-06-18,2023,6,광주시
20180442,사자,2019-07-31,1.2,518361690,65547,2019-08-12,2019-08-18,2019,8,광주시
20179230,도어락,2018-12-05,2.8,513195050,65358,2018-12-17,2018-12-23,2018,12,광주시
20190808,교섭,2023-01-18,1.5,631177859,65265,2023-02-13,2023-02-19,2023,2,광주시
20168261,원더 우먼,2017-05-31,0.9,507375300,65145,2017-06-19,2017-06-25,2017,6,광주시
20168183,콩: 스컬 아일랜드,2017-03-08,0.7,505915800,64198,2017-03-27,2017-04-02,2017,"3, 4",광주시
20227410,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,0.7,598075512,64134,2023-10-30,2023-11-05,2023,"10, 11",광주시
20226254,블랙 팬서: 와칸다 포에버,2022-11-09,3.3,673452654,63566,2022-11-28,2022-12-04,2022,"11, 12",광주시
20188282,알리타: 배틀 엔젤,2019-02-05,3.7,598596260,63362,2019-02-18,2019-02-24,2019,2,광주시
20171909,쥬만지: 새로운 세계,2018-01-03,3.1,476939300,63059,2018-01-15,2018-01-21,2018,1,광주시
20193321,정직한 후보,2020-02-12,3.9,511797880,62900,2020-03-23,2020-03-29,2020,3,광주시
20171122,레디 플레이어 원,2018-03-28,0.3,528088900,62873,2018-04-23,2018-04-29,2018,4,광주시
20174981,창궐,2018-10-25,2.2,510278900,62711,2018-11-05,2018-11-11,2018,11,광주시
20227890,슈퍼 마리오 브라더스,2023-04-26,0.8,587473859,61694,2023-06-05,2023-06-11,2023,6,광주시
20190815,보이스,2021-09-15,0.4,582328050,61679,2021-11-08,2021-11-14,2021,11,광주시
20183096,생일,2019-04-03,0.9,484603450,60088,2019-04-29,2019-05-05,2019,"4, 5",광주시
20170241,23 아이덴티티,2017-02-22,1.0,451019200,60046,2017-03-13,2017-03-19,2017,3,광주시
20231089,존 윅 4,2023-04-12,1.1,592286298,59384,2023-05-15,2023-05-21,2023,5,광주시
20168250,골든슬럼버,2018-02-14,2.0,456976700,59241,2018-02-26,2018-03-04,2018,"2, 3",광주시
20193069,#살아있다,2020-06-24,0.5,504247900,59052,2020-07-27,2020-08-02,2020,"7, 8",광주시
20192193,도굴,2020-11-04,1.2,528587770,58485,2021-01-18,2021-01-24,2021,1,광주시
20234664,그대들은 어떻게 살 것인가,2023-10-25,0.5,552192380,58420,2023-11-27,2023-12-03,2023,"11, 12",광주시
20216362,크루엘라,2021-05-26,1.0,550321400,57776,2021-07-26,2021-08-01,2021,"7, 8",광주시
20196271,강철비2: 정상회담,2020-07-29,1.3,468350560,57649,2020-08-24,2020-08-30,2020,8,광주시
20171962,킬러의 보디가드,2017-08-30,0.6,474993100,57413,2017-09-25,2017-10-01,2017,"9, 10",광주시
20191589,말레피센트 2,2019-10-17,0.7,459688020,57258,2019-11-11,2019-11-17,2019,11,광주시
20174622,해피 데스데이,2017-11-08,1.8,420476500,57205,2017-11-27,2017-12-03,2017,"11, 12",광주시
20168221,저스티스 리그,2017-11-15,3.0,446118500,56812,2017-11-27,2017-12-03,2017,"11, 12",광주시
20173581,기억의 밤,2017-11-29,0.6,409558200,56757,2017-12-18,2017-12-24,2017,12,광주시
20197121,삼진그룹 영어토익반,2020-10-21,2.5,509303570,56681,2020-11-30,2020-12-06,2020,"11, 12",광주시
20151003,장산범,2017-08-17,5.2,418506600,56203,2017-08-28,2017-09-03,2017,"8, 9",광주시
20184483,퍼펙트맨,2019-10-02,0.4,454214110,55822,2019-10-28,2019-11-03,2019,"10, 11",광주시
20226500,달짝지근해: 7510,2023-08-15,4.6,529335942,55818,2023-09-18,2023-09-24,2023,9,광주시
20175547,스윙키즈,2018-12-19,0.9,426847450,55361,2019-01-07,2019-01-13,2019,1,광주시
20186281,범블비,2018-12-25,1.7,449059450,55296,2019-01-07,2019-01-13,2019,1,광주시
20150969,궁합,2018-02-28,3.2,415697200,55206,2018-03-12,2018-03-18,2018,3,광주시
20203557,그녀가 죽었다,2024-05-15,1.3,504832355,54992,2024-06-17,2024-06-23,2024,6,광주시
20176917,램페이지,2018-04-12,2.3,447770000,54560,2018-04-23,2018-04-29,2018,4,광주시
20217742,샹치와 텐 링즈의 전설,2021-09-01,1.9,546098390,54360,2021-10-04,2021-10-10,2021,10,광주시
20236614,쿵푸팬더4,2024-04-10,0.8,489293716,53914,2024-05-13,2024-05-19,2024,5,광주시
20208446,외계+인 1부,2022-07-20,0.6,523897672,53472,2022-08-08,2022-08-14,2022,8,광주시
20178781,사라진 밤,2018-03-07,0.8,412980800,53388,2018-03-26,2018-04-01,2018,"3, 4",광주시
20170841,리틀 포레스트,2018-02-28,0.5,402366600,53376,2018-03-26,2018-04-01,2018,"3, 4",광주시
20207443,소울,2021-01-20,1.3,479861510,52840,2021-03-22,2021-03-28,2021,3,광주시
20201122,테넷,2020-08-26,0.5,477360430,52761,2021-01-25,2021-01-31,2021,1,광주시
20199581,닥터 두리틀,2020-01-08,0.5,424187960,52373,2020-01-27,2020-02-02,2020,"1, 2",광주시
20224667,잠,2023-09-06,1.2,480141838,52337,2023-10-02,2023-10-08,2023,10,광주시
20162871,특별시민,2017-04-26,0.9,378435300,50909,2017-05-08,2017-05-14,2017,5,광주시
20247781,데드풀과 울버린,2024-07-24,7.1,521557832,50598,2024-08-05,2024-08-11,2024,8,광주시
20189783,챔피언,2018-05-01,1.7,404072400,49895,2018-05-14,2018-05-20,2018,5,광주시
20235253,외계+인 2부,2024-01-10,1.0,454592848,49390,2024-02-05,2024-02-11,2024,2,광주시
20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,1.7,375677800,48869,2019-01-21,2019-01-27,2019,1,광주시
20164174,브이아이피,2017-08-23,1.2,376047600,48556,2017-09-04,2017-09-10,2017,9,광주시
20153447,바람 바람 바람,2018-04-05,0.6,388327900,48295,2018-04-23,2018-04-29,2018,4,광주시
20185352,어스,2019-03-27,1.5,386420150,47543,2019-04-15,2019-04-21,2019,4,광주시
20236295,듄: 파트2,2024-02-28,3.0,542596580,47535,2024-04-01,2024-04-07,2024,4,광주시
20183002,해치지않아,2020-01-15,2.7,381228340,46996,2020-01-27,2020-02-02,2020,"1, 2",광주시
20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,1.5,482871591,46491,2023-03-06,2023-03-12,2023,3,광주시
20199883,오케이 마담,2020-08-12,3.1,417616630,46361,2020-09-07,2020-09-13,2020,9,광주시
20209654,헤어질 결심,2022-06-29,0.6,464545297,46321,2022-08-08,2022-08-14,2022,8,광주시
20179462,위대한 쇼맨,2017-12-20,0.8,330658440,46101,2020-06-29,2020-07-05,2020,"6, 7",광주시
20181416,유열의 음악앨범,2019-08-28,1.7,369111330,45881,2019-09-09,2019-09-15,2019,9,광주시
20187322,"힘을 내요, 미스터 리",2019-09-11,2.4,379719000,45693,2019-09-23,2019-09-29,2019,9,광주시
20166384,하루,2017-06-15,0.5,348839400,45549,2017-07-03,2017-07-09,2017,7,광주시
20201965,해적: 도깨비 깃발,2022-01-26,0.4,415180310,45343,2022-03-07,2022-03-13,2022,3,광주시
20186261,드래곤 길들이기 3,2019-01-30,1.0,370683490,45261,2019-02-25,2019-03-03,2019,"2, 3",광주시
20182447,클로젯,2020-02-05,2.1,368717320,45072,2020-02-24,2020-03-01,2020,"2, 3",광주시
20150971,해빙,2017-03-01,1.9,342115700,44558,2017-03-13,2017-03-19,2017,3,광주시
20198482,드림,2023-04-26,1.0,410161190,44551,2023-05-22,2023-05-28,2023,5,광주시
20236653,퓨리오사: 매드맥스 사가,2024-05-22,1.8,437996971,44358,2024-06-17,2024-06-23,2024,6,광주시
20162343,악녀,2017-06-08,0.3,335665600,43290,2017-07-03,2017-07-09,2017,7,광주시
20192696,발신제한,2021-06-23,2.3,383389450,43080,2021-07-19,2021-07-25,2021,7,광주시
20210087,듄,2021-10-20,4.6,459743860,42686,2022-02-07,2022-02-13,2022,2,광주시
20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,0.6,383172685,42652,2023-11-20,2023-11-26,2023,11,광주시
20196601,항거:유관순 이야기,2019-02-27,0.4,335817590,42252,2019-03-18,2019-03-24,2019,3,광주시
20247440,슈퍼배드 4,2024-07-24,7.2,360481081,41235,2024-08-05,2024-08-11,2024,8,광주시
20184903,오션스8,2018-06-13,0.9,339055400,41049,2018-07-02,2018-07-08,2018,7,광주시
20191061,007 노 타임 투 다이,2021-09-29,0.3,387563130,40933,2021-11-01,2021-11-07,2021,11,광주시
20181443,스카이스크래퍼,2018-07-11,1.0,331234300,40082,2018-07-23,2018-07-29,2018,7,광주시
20179382,에이리언: 커버넌트,2017-05-09,1.2,306801900,40010,2017-05-22,2017-05-28,2017,5,광주시
20189262,더 넌,2018-09-19,0.9,314535450,39607,2018-10-01,2018-10-07,2018,10,광주시
20193601,장사리 : 잊혀진 영웅들,2019-09-25,0.3,311604580,39422,2019-10-14,2019-10-20,2019,10,광주시
20192401,포드 V 페라리,2019-12-04,0.7,335515680,39272,2020-01-06,2020-01-12,2020,1,광주시
20217905,데시벨,2022-11-16,1.8,357582282,38917,2022-12-05,2022-12-11,2022,12,광주시
20206257,브로커,2022-06-08,0.1,369300600,38642,2022-07-04,2022-07-10,2022,7,광주시
20193879,비공식작전,2023-08-02,0.7,356884942,38568,2023-08-21,2023-08-27,2023,8,광주시
20182490,나랏말싸미,2019-07-24,2.9,309847440,38430,2019-07-29,2019-08-04,2019,"7, 8",광주시
20235834,위시,2024-01-03,2.7,355177676,38173,2024-01-29,2024-02-04,2024,"1, 2",광주시
20231041,댓글부대,2024-03-27,0.4,347636023,38138,2024-04-22,2024-04-28,2024,4,광주시
20183813,결백,2020-06-10,0.3,337899440,37686,2020-07-20,2020-07-26,2020,7,광주시
20173694,지오스톰,2017-10-19,1.4,290737000,37319,2017-10-30,2017-11-05,2017,"10, 11",광주시
20198681,쥬만지: 넥스트 레벨,2019-12-11,3.8,300700040,37293,2019-12-16,2019-12-22,2019,12,광주시
20198317,인생은 아름다워,2022-09-28,0.3,330755102,36982,2022-11-14,2022-11-20,2022,11,광주시
20212725,신비한 동물들과 덤블도어의 비밀,2022-04-13,0.2,363375240,36547,2022-05-16,2022-05-22,2022,5,광주시
20174603,퍼시픽 림: 업라이징,2018-03-21,0.7,292265500,36294,2018-04-02,2018-04-08,2018,4,광주시
20194403,킹스맨: 퍼스트 에이전트,2021-12-22,0.3,376611090,36258,2022-01-31,2022-02-06,2022,"1, 2",광주시
20179696,그것,2017-09-06,0.5,273033900,36111,2017-09-25,2017-10-01,2017,"9, 10",광주시
20236146,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,2023-12-22,1.4,337964207,36038,2024-01-29,2024-02-04,2024,"1, 2",광주시
20219628,정직한 후보2,2022-09-28,0.9,325614619,35277,2022-10-31,2022-11-06,2022,"10, 11",광주시
20168323,염력,2018-01-31,5.0,260392200,35258,2018-02-05,2018-02-11,2018,2,광주시
20218391,보스 베이비 2,2021-07-21,1.0,298782930,34856,2021-08-16,2021-08-22,2021,8,광주시
20217736,컨저링3: 악마가 시켰다,2021-06-03,0.3,314229520,34355,2021-07-12,2021-07-18,2021,7,광주시
20169348,대립군,2017-05-31,0.6,242410300,33421,2017-06-19,2017-06-25,2017,6,광주시
20183844,마이펫의 이중생활 2,2019-07-31,1.3,244084720,32642,2019-08-12,2019-08-18,2019,8,광주시
20170942,인랑,2018-07-25,1.2,244413800,32376,2018-07-30,2018-08-05,2018,"7, 8",광주시
20184802,몬스터 호텔 3,2018-08-08,2.2,236416500,32308,2018-08-20,2018-08-26,2018,8,광주시
20218364,랑종,2021-07-14,0.5,320540000,32204,2021-08-02,2021-08-08,2021,8,광주시
20164844,불한당: 나쁜 놈들의 세상,2017-05-17,1.4,253094500,32011,2017-05-29,2017-06-04,2017,"5, 6",광주시
20247783,혹성탈출: 새로운 시대,2024-05-08,2.2,312302835,31684,2024-05-27,2024-06-02,2024,"5, 6",광주시
20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,1.9,245144980,31615,2020-01-06,2020-01-12,2020,1,광주시
20196264,유체이탈자,2021-11-24,0.2,309030550,30895,2021-12-20,2021-12-26,2021,12,광주시
20189067,미쓰백,2018-10-11,0.5,243808350,30814,2018-11-05,2018-11-11,2018,11,광주시
20177005,레슬러,2018-05-09,1.0,247766800,30790,2018-05-21,2018-05-27,2018,5,광주시
20197122,1947 보스톤,2023-09-27,3.0,283086103,30738,2023-10-16,2023-10-22,2023,10,광주시
20232536,명탐정코난: 흑철의 어영,2023-07-20,0.9,286937869,30563,2023-11-27,2023-12-03,2023,"11, 12",광주시
20204261,콰이어트 플레이스 2,2021-06-16,0.3,283097930,30287,2021-07-19,2021-07-25,2021,7,광주시
20188441,킹메이커,2022-01-26,0.4,278233760,30179,2022-03-14,2022-03-20,2022,3,광주시
20177537,상류사회,2018-08-29,2.4,247563900,30095,2018-09-10,2018-09-16,2018,9,광주시
20226777,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,2022-09-28,0.6,273647359,29897,2022-11-21,2022-11-27,2022,11,광주시
20177946,월요일이 사라졌다,2018-02-22,0.8,243573900,29739,2018-03-12,2018-03-18,2018,3,광주시
20235735,아쿠아맨과 로스트 킹덤,2023-12-20,1.7,292177367,29600,2024-01-08,2024-01-14,2024,1,광주시
20198429,자백,2022-10-26,3.2,280566378,29537,2022-11-14,2022-11-20,2022,11,광주시
20211937,귀공자,2023-06-21,1.2,282947422,29474,2023-07-10,2023-07-16,2023,7,광주시
20196272,미드웨이,2019-12-31,2.1,245206440,29410,2020-01-13,2020-01-19,2020,1,광주시
20182387,엑스맨: 다크 피닉스,2019-06-05,0.3,247795110,29377,2019-06-17,2019-06-23,2019,6,광주시
20186501,극장판 헬로카봇 : 백악기 시대,2018-08-01,0.9,217814400,29323,2018-08-13,2018-08-19,2018,8,광주시
20208962,대외비,2023-03-01,0.8,273533886,28814,2023-03-20,2023-03-26,2023,3,광주시
20168688,레지던트 이블: 파멸의 날,2017-01-25,1.7,232442300,28806,2017-02-06,2017-02-12,2017,2,광주시
20196655,존 윅 3: 파라벨룸,2019-06-26,1.3,239690250,28250,2019-07-08,2019-07-14,2019,7,광주시
20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,0.8,268193077,28149,2023-06-05,2023-06-11,2023,6,광주시
20151227,아빠는 딸,2017-04-12,3.8,205442600,27975,2017-04-24,2017-04-30,2017,4,광주시
20180962,지푸라기라도 잡고 싶은 짐승들,2020-02-19,6.7,236856200,27863,2020-03-16,2020-03-22,2020,3,광주시
20156554,물괴,2018-09-12,2.0,227778300,27819,2018-09-17,2018-09-23,2018,9,광주시
20196657,맨 인 블랙: 인터내셔널,2019-06-12,3.5,232476820,27379,2019-06-17,2019-06-23,2019,6,광주시
20185985,광대들: 풍문조작단,2019-08-21,2.1,221719210,27256,2019-09-02,2019-09-08,2019,9,광주시
20199842,인비저블맨,2020-02-26,4.3,223431820,27076,2020-04-13,2020-04-19,2020,4,광주시
20232025,트랜스포머: 비스트의 서막,2023-06-06,1.9,261432387,27059,2023-06-19,2023-06-25,2023,6,광주시
20182352,"그날, 바다",2018-04-12,0.6,214927100,27051,2018-05-07,2018-05-13,2018,5,광주시
20199882,경관의 피,2022-01-05,0.8,254255440,26866,2022-01-31,2022-02-06,2022,"1, 2",광주시
20192399,1917,2020-02-19,3.3,231086380,26569,2020-05-04,2020-05-10,2020,5,광주시
20171090,베이비 드라이버,2017-09-14,1.8,203487200,26464,2017-09-25,2017-10-01,2017,"9, 10",광주시
20205144,미나리,2021-03-03,4.1,231984410,26330,2021-05-10,2021-05-16,2021,5,광주시
20197863,침입자,2020-06-04,0.9,236687380,26274,2020-06-29,2020-07-05,2020,"6, 7",광주시
20192804,그것: 두 번째 이야기,2019-09-04,1.1,213568640,26021,2019-09-16,2019-09-22,2019,9,광주시
20194456,양자물리학,2019-09-25,4.3,207384640,25769,2019-09-30,2019-10-06,2019,"9, 10",광주시
20215850,고질라 VS. 콩,2021-03-25,3.4,241212470,25742,2021-04-19,2021-04-25,2021,4,광주시
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,0.6,186047400,25638,2018-08-06,2018-08-12,2018,8,광주시
20177181,47 미터,2017-07-19,0.2,188025800,25615,2017-07-31,2017-08-06,2017,"7, 8",광주시
20185161,나를 찾아줘,2019-11-27,5.4,196267200,25560,2019-12-02,2019-12-08,2019,12,광주시
20249507,극장판 하이큐!! 쓰레기장의 결전,2024-05-15,0.4,254181798,25479,2024-07-01,2024-07-07,2024,7,광주시
20240983,명탐정 코난: 100만 달러의 펜타그램,2024-07-17,1.9,241551485,25440,2024-08-05,2024-08-11,2024,8,광주시
20208911,탈출: 프로젝트 사일런스,2024-07-12,3.9,237751255,25428,2024-07-22,2024-07-28,2024,7,광주시
20178126,인시디어스4: 라스트 키,2018-01-31,0.7,178456000,24980,2018-02-12,2018-02-18,2018,2,광주시
20200474,기적,2021-09-15,1.2,235135590,24973,2021-10-25,2021-10-31,2021,10,광주시
20205986,연애 빠진 로맨스,2021-11-24,0.6,251561540,24890,2021-12-27,2022-01-02,2021,"1, 12",광주시
20198323,레드슈즈,2019-07-25,0.7,189627590,24863,2019-08-12,2019-08-18,2019,8,광주시
20226886,블랙 아담,2022-10-19,1.3,247064037,24846,2022-11-07,2022-11-13,2022,11,광주시
20192240,작은 아씨들,2020-02-12,3.7,201006840,24682,2020-03-16,2020-03-22,2020,3,광주시
20232273,인디아나 존스: 운명의 다이얼,2023-06-28,1.8,240837369,24157,2023-07-10,2023-07-16,2023,7,광주시
20199951,애나벨 집으로,2019-06-26,0.9,186406780,23966,2019-07-15,2019-07-21,2019,7,광주시
20174369,변산,2018-07-04,2.3,190982500,23662,2018-07-16,2018-07-22,2018,7,광주시
20170443,스타워즈: 라스트 제다이,2017-12-14,0.4,196899100,23530,2017-12-25,2017-12-31,2017,12,광주시
20235030,프레디의 피자가게,2023-11-15,0.4,211059258,23517,2023-12-11,2023-12-17,2023,12,광주시
20178581,오리엔트 특급 살인,2017-11-29,1.6,170724200,23468,2017-12-11,2017-12-17,2017,12,광주시
20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,2.4,213486561,23271,2023-01-30,2023-02-05,2023,"1, 2",광주시
20214823,유령,2023-01-18,3.0,226192250,23205,2023-02-06,2023-02-12,2023,2,광주시
20161084,패신저스,2017-01-04,4.2,177885400,23173,2017-01-09,2017-01-15,2017,1,광주시
20188421,미스터 주: 사라진 VIP,2020-01-22,0.8,186809400,22955,2020-02-03,2020-02-09,2020,2,광주시
20212973,더 배트맨,2022-03-01,3.0,226143700,22886,2022-03-28,2022-04-03,2022,"3, 4",광주시
20211200,언차티드,2022-02-16,0.8,210807490,22776,2022-03-14,2022-03-20,2022,3,광주시
20163194,공각기동대 : 고스트 인 더 쉘,2017-03-29,0.7,181814700,22762,2017-04-10,2017-04-16,2017,4,광주시
20199541,미션 파서블,2021-02-17,0.8,199508130,22564,2021-03-22,2021-03-28,2021,3,광주시
20205106,압꾸정,2022-11-30,1.2,202284644,22511,2022-12-12,2022-12-18,2022,12,광주시
20197283,이스케이프 룸,2019-03-14,0.6,190437190,22394,2019-03-25,2019-03-31,2019,3,광주시
20184482,국제수사,2020-09-29,3.7,186083260,22371,2020-10-12,2020-10-18,2020,10,광주시
20231677,남은 인생 10년,2023-05-24,1.4,213369832,22214,2024-05-13,2024-05-19,2024,5,광주시
20191143,원더랜드,2024-06-05,0.2,197380209,22060,2024-07-01,2024-07-07,2024,7,광주시
20190280,날씨의 아이,2019-10-30,2.3,170466760,21939,2020-05-25,2020-05-31,2020,5,광주시
20226489,리바운드,2023-04-05,0.7,200917640,21896,2023-05-01,2023-05-07,2023,5,광주시
20192721,캣츠,2019-12-24,0.7,171048540,21623,2019-12-30,2020-01-05,2019,"1, 12",광주시
20170513,동네사람들,2018-11-07,0.5,171109850,21539,2018-11-19,2018-11-25,2018,11,광주시
20223278,극장판 주술회전 0,2022-02-17,0.3,201952100,21336,2022-05-02,2022-05-08,2022,5,광주시
20151230,원라인,2017-03-29,1.3,155980100,21131,2017-04-10,2017-04-16,2017,4,광주시
20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,0.8,162396760,20950,2019-05-13,2019-05-19,2019,5,광주시
20196670,나쁜 녀석들: 포에버,2020-01-15,0.6,181633480,20746,2020-01-27,2020-02-02,2020,"1, 2",광주시
20232180,스파이더맨: 어크로스 더 유니버스,2023-06-21,1.1,205055480,20745,2023-07-10,2023-07-16,2023,7,광주시
20191243,장르만 로맨스,2021-11-17,1.5,213264600,20330,2021-12-06,2021-12-12,2021,12,광주시
20198430,나이브스 아웃,2019-12-04,0.2,163524660,20260,2020-01-27,2020-02-02,2020,"1, 2",광주시
20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,0.8,150673500,20135,2017-12-25,2017-12-31,2017,12,광주시
20181983,이웃사촌,2020-11-25,5.4,179082710,20086,2021-01-11,2021-01-17,2021,1,광주시
